Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG31,OUT045,989.3453
FDC60,OUT045,1446.2937
FDL36,OUT013,1445.5088
FDP21,OUT013,3082.1858
FDW16,OUT045,1446.2937
FDX02,OUT017,3736.728
FDQ58,OUT027,4181.454
FDT51,OUT046,1682.8857
FDD59,OUT049,1220.0618
NCM42,OUT018,1503.7108
FDA57,OUT018,603.6929
FDZ48,OUT035,1696.5453
FDE46,OUT045,2527.3228
NCZ30,OUT019,328.7338
FDB56,OUT017,3082.6829
FDA25,OUT027,2663.6938
FDD20,OUT013,2089.6875
FDL25,OUT013,1464.7839
NCO18,OUT049,2934.4182
FDJ45,OUT017,632.6943
FDR12,OUT035,2852.256
NCF19,OUT010,121.01945
FDK25,OUT046,2858.3474
NCR17,OUT046,2001.9149
FDC52,OUT046,2527.3228
NCA54,OUT017,2982.1304
FDR45,OUT010,578.4512
NCM19,OUT049,2011.2262
FDF39,OUT027,4569.618
FDX23,OUT049,1570.9939
FDD58,OUT027,2663.6938
FDX28,OUT013,1621.2172
NCD31,OUT013,2597.1833
FDU57,OUT018,2349.0146
FDI27,OUT046,741.6092
NCM42,OUT046,1620.8895
FDD32,OUT027,2359.7256
FDI34,OUT013,3823.8052
NCM29,OUT049,2064.309
FDG46,OUT018,1692.5276
DRC01,OUT010,104.15461
FDB15,OUT027,6036.481
NCA17,OUT027,4013.0403
FDF10,OUT046,2527.3228
FDR26,OUT027,5056.4746
FDI02,OUT049,1695.3936
NCM54,OUT010,286.7051
FDF14,OUT013,2519.6514
FDJ33,OUT010,253.12447
FDM20,OUT035,4078.4714
FDC03,OUT027,5278.0894
NCX05,OUT046,2010.0055
NCM41,OUT027,2645.961
NCU29,OUT010,373.2407
FDQ59,OUT017,1404.0331
FDH46,OUT010,215.39676
FDH09,OUT013,735.6661
NCD06,OUT045,741.6092
FDC15,OUT035,2536.1133
DRD37,OUT027,1152.7793
FDT28,OUT027,4013.0403
FDR28,OUT027,4229.307
FDT38,OUT017,1448.7107
FDV34,OUT027,2095.386
FDY52,OUT035,942.8327
FDB34,OUT013,1445.5088
DRL23,OUT018,1503.7108
DRB24,OUT046,2532.6045
FDJ50,OUT046,878.7186
FDQ49,OUT035,2533.8853
FDP20,OUT035,2065.4607
FDV19,OUT027,4256.693
NCR54,OUT045,3081.402
FDO09,OUT010,626.2602
FDS57,OUT018,1830.9147
FDN10,OUT049,2010.0055
FDV23,OUT049,2064.309
FDY28,OUT049,3610.8596
DRG51,OUT013,2597.1833
FDD45,OUT019,261.0835
NCL18,OUT027,5247.558
NCM29,OUT013,2089.6875
FDF17,OUT027,5278.0894
FDE22,OUT017,2583.444
FDQ22,OUT017,636.64655
FDS01,OUT013,2958.3757
FDW35,OUT027,1153.7025
FDJ33,OUT046,2064.309
NCF54,OUT035,2932.0588
FDE09,OUT013,1651.2716
NCE06,OUT045,2597.2825
DRH49,OUT049,1262.2921
FDY43,OUT045,2850.9753
NCT05,OUT017,4085.6384
FDZ34,OUT045,3081.402
FDL38,OUT017,1448.7107
FDZ31,OUT017,3082.6829
FDR14,OUT035,878.7186
NCN54,OUT049,1220.0618
NCC42,OUT027,3203.2458
FDK08,OUT017,1615.7954
FDP59,OUT013,1623.3066
FDV22,OUT035,2563.643
FDD33,OUT035,3772.805
DRE60,OUT027,5730.1055
FDK52,OUT046,3756.2825
FDA02,OUT017,2515.8525
FDM56,OUT049,1626.1493
FDE57,OUT035,2065.4607
FDM32,OUT045,1446.2937
NCQ30,OUT027,3058.8862
FDQ27,OUT027,2663.6938
FDT60,OUT027,3138.4966
FDU43,OUT049,4071.5964
NCO55,OUT035,1622.0413
FDG02,OUT045,3081.402
FDJ28,OUT013,3082.1858
FDP40,OUT045,1695.3936
FDJ38,OUT045,3081.402
NCC54,OUT017,4050.6943
NCZ41,OUT046,2064.309
FDK38,OUT019,349.9941
FDU52,OUT013,2524.9336
FDC40,OUT046,1156.726
NCR30,OUT017,1101.2036
NCN18,OUT017,1697.8107
FDB50,OUT035,1276.0468
FDG04,OUT013,3082.1858
FDR26,OUT035,2932.0588
NCT17,OUT018,2872.439
FDX35,OUT027,5715.387
FDS12,OUT046,2064.309
NCZ29,OUT027,3170.228
FDB38,OUT010,386.8457
FDP12,OUT013,633.7988
FDP22,OUT046,749.2575
FDS26,OUT018,3523.0696
FDR52,OUT046,3081.402
DRJ13,OUT046,2597.2825
FDU48,OUT027,3235.4753
FDE29,OUT035,931.7162
NCT29,OUT049,2064.309
DRK37,OUT018,2872.439
FDK55,OUT046,1446.2937
FDR07,OUT046,1523.1201
FDO21,OUT027,5554.36
FDK46,OUT049,4112.765
FDB12,OUT045,1620.8895
FDT31,OUT027,5112.3965
FDJ33,OUT045,2064.309
FDC26,OUT027,3040.8247
NCQ02,OUT045,3081.402
FDP08,OUT010,516.2074
FDB11,OUT027,5554.36
FDV55,OUT013,2522.4565
FDW20,OUT049,2064.309
NCJ18,OUT019,310.9727
FDC41,OUT018,1030.8954
FDE14,OUT027,2663.6938
FDG35,OUT013,2931.5618
FDF45,OUT035,878.7186
FDS19,OUT027,2296.8003
FDS58,OUT019,348.47412
FDA26,OUT017,3692.2144
FDM32,OUT049,1443.0916
FDL45,OUT046,2064.309
FDZ55,OUT049,2590.5872
FDY37,OUT049,2064.309
FDO46,OUT046,3081.402
FDQ60,OUT046,2061.7893
FDA19,OUT018,1830.9147
FDL15,OUT046,2532.6045
FDM10,OUT018,3158.1758
NCL05,OUT017,667.41693
DRK49,OUT010,114.52966
NCE18,OUT027,6108.8765
FDG40,OUT049,637.5732
DRI59,OUT045,3673.1292
FDK28,OUT035,4113.4155
NCD06,OUT019,123.75444
FDO11,OUT019,530.4153
FDK27,OUT046,2059.8516
FDT43,OUT027,1522.9941
FDD38,OUT018,1503.7108
FDA16,OUT049,3661.9312
FDL14,OUT027,4234.792
NCM17,OUT049,672.29584
FDD20,OUT045,2064.309
FDA40,OUT045,1446.2937
FDL43,OUT045,1276.0468
FDV15,OUT045,1620.8895
FDE52,OUT046,1446.2937
NCL17,OUT010,338.89554
NCJ31,OUT045,4056.1306
FDR60,OUT045,1276.0468
NCA18,OUT035,2011.1573
FDS21,OUT027,1765.882
FDW09,OUT035,1276.0468
FDL26,OUT035,2533.8853
FDS47,OUT018,1350.046
FDC39,OUT046,3581.9448
FDT51,OUT035,1684.0375
FDK40,OUT035,4119.64
NCG19,OUT045,3933.945
FDZ07,OUT046,942.8327
FDF08,OUT027,2637.222
FDO04,OUT013,839.2118
FDK41,OUT018,1308.2983
FDP15,OUT049,4106.5405
NCD43,OUT018,1503.7108
NCP18,OUT013,2519.6514
FDZ51,OUT046,1464.7268
DRH13,OUT035,1627.301
FDF38,OUT045,666.8594
NCI43,OUT045,741.6092
FDM38,OUT027,1801.2449
FDS03,OUT013,946.3229
DRJ47,OUT017,2929.6902
FDT50,OUT010,196.64194
FDV02,OUT046,2930.778
NCG18,OUT017,1623.3066
FDW52,OUT046,2604.8542
FDS40,OUT035,644.30597
FDN31,OUT017,3082.6829
FDA37,OUT045,2064.309
FDA15,OUT046,4096.2026
FDL39,OUT046,2980.8496
FDJ53,OUT045,2064.309
FDX22,OUT013,3689.723
NCZ42,OUT045,4042.3945
FDD56,OUT027,4947.691
FDD40,OUT017,3082.6829
FDS50,OUT013,3693.3018
NCN14,OUT013,3082.1858
FDT15,OUT013,3094.617
NCS18,OUT027,2659.8538
NCO26,OUT010,268.0675
FDF58,OUT018,848.44147
NCB19,OUT013,1445.5088
FDH26,OUT017,2086.581
DRB24,OUT027,4290.2744
FDA49,OUT018,1350.046
FDB32,OUT045,1506.6455
FDI36,OUT017,3082.6829
NCA17,OUT010,374.00302
FDH22,OUT013,2089.6875
NCM26,OUT018,2353.5203
FDT15,OUT027,5221.232
FDB16,OUT018,1350.046
NCP54,OUT027,3142.2988
FDJ36,OUT013,1623.3066
FDO28,OUT045,2061.7893
FDU09,OUT013,839.2118
FDF29,OUT017,2086.581
FDY08,OUT013,2089.6875
DRJ59,OUT018,583.06213
FDT23,OUT027,2296.8003
FDU15,OUT018,583.06213
FDT47,OUT013,1573.4111
FDI53,OUT019,514.38116
FDR59,OUT018,3523.0696
FDD53,OUT035,666.8594
FDY51,OUT017,3686.4814
FDT04,OUT049,662.15625
FDU51,OUT049,2934.4182
FDG14,OUT035,2528.603
NCU06,OUT045,3781.7478
DRG25,OUT046,3081.402
DRH49,OUT035,1403.8397
FDN15,OUT035,2065.4607
FDL43,OUT018,1042.8726
NCT18,OUT049,3105.159
NCB31,OUT013,4136.233
FDK57,OUT035,2056.2812
FDY04,OUT019,536.42395
NCP54,OUT046,2064.309
FDF41,OUT013,4095.0642
FDM01,OUT045,1620.8895
FDW03,OUT045,1620.8895
FDF28,OUT045,2064.309
FDY37,OUT017,2086.581
FDQ03,OUT017,3963.0955
FDP51,OUT027,3058.8862
FDJ40,OUT017,1685.3029
FDC32,OUT049,1462.367
DRI49,OUT027,2366.9907
NCW54,OUT017,871.2654
FDF09,OUT017,636.64655
FDP45,OUT018,3516.6538
DRJ23,OUT018,2872.439
FDS59,OUT017,1685.3029
FDY08,OUT046,2064.309
FDX16,OUT049,2525.8726
FDY16,OUT018,2872.439
FDK32,OUT035,2533.8853
FDQ22,OUT013,654.4296
NCC31,OUT018,2359.7373
FDG58,OUT049,2531.1548
DRF48,OUT013,3082.1858
DRH36,OUT049,1001.12213
NCR30,OUT035,1146.1014
FDB03,OUT019,530.4153
FDZ28,OUT027,3170.228
FDR35,OUT017,3082.6829
DRD15,OUT027,6178.147
FDJ33,OUT019,295.7422
FDA56,OUT010,260.8691
FDP56,OUT046,741.6092
NCT30,OUT046,741.6092
FDK15,OUT017,1618.2617
FDH44,OUT018,2323.8262
FDV01,OUT013,2524.9336
DRG03,OUT017,2515.8525
FDG50,OUT027,2637.222
FDR16,OUT010,593.9985
FDZ60,OUT046,1620.8895
DRG03,OUT045,2532.6045
FDS56,OUT018,3571.1177
FDU33,OUT045,741.6092
DRD27,OUT035,1614.53
FDW22,OUT046,3705.0078
DRA24,OUT045,2604.8542
FDF38,OUT049,662.15625
FDX48,OUT013,2524.9336
FDS58,OUT018,2413.288
FDC32,OUT046,1464.7268
NCQ29,OUT045,4102.4272
DRK39,OUT018,1308.2983
NCS38,OUT017,2018.7311
DRO47,OUT013,1697.8107
DRG27,OUT027,1152.7793
FDC57,OUT027,5247.558
FDS55,OUT046,2527.3228
NCJ06,OUT018,1828.3947
FDO01,OUT019,308.77777
NCM55,OUT045,3081.402
FDC52,OUT049,2525.8726
FDQ15,OUT045,1294.9823
NCT30,OUT027,1522.9941
NCR42,OUT027,1130.7644
FDD28,OUT035,878.7186
FDQ34,OUT049,1620.8895
FDZ12,OUT027,3203.2458
DRE13,OUT019,256.8699
NCN07,OUT019,310.95892
FDM28,OUT035,2974.2007
FDI10,OUT017,2929.6902
FDQ25,OUT013,2849.6003
FDA38,OUT010,577.2023
DRI13,OUT049,3610.8596
FDY20,OUT027,2637.222
NCZ53,OUT035,3082.6829
NCM31,OUT013,2716.025
DRB01,OUT017,3082.6829
DRF37,OUT046,4102.4272
NCF42,OUT049,2934.4182
FDF16,OUT018,2349.0146
FDB41,OUT013,735.6661
FDR34,OUT013,3798.3398
FDR15,OUT018,2359.7373
NCV42,OUT019,296.01944
FDW51,OUT035,3637.301
FDU36,OUT017,1573.4111
FDX60,OUT049,1375.6515
FDY03,OUT035,2050.1226
FDW55,OUT045,4067.4944
FDT01,OUT010,591.79114
FDG58,OUT013,2524.9336
FDK21,OUT017,4085.6384
NCS41,OUT019,453.85803
FDS10,OUT045,3079.2112
NCT53,OUT046,2604.8542
FDJ28,OUT018,2872.439
FDX44,OUT045,1446.2937
FDT20,OUT018,603.6929
FDO44,OUT017,1651.2716
NCX17,OUT049,3944.2825
FDY01,OUT017,2029.666
FDJ12,OUT027,5318.406
DRK35,OUT018,581.1396
FDD47,OUT019,384.47305
NCM53,OUT035,1622.0413
FDO45,OUT013,1445.5088
NCM42,OUT010,246.5196
FDE04,OUT046,2957.592
NCI30,OUT027,6108.8765
FDZ19,OUT013,2931.5618
FDW57,OUT013,2931.5618
FDA25,OUT013,1623.3066
FDT22,OUT046,911.69946
FDP51,OUT013,2056.8699
FDD48,OUT027,3058.8862
FDY39,OUT035,3102.7996
FDO48,OUT010,625.996
FDD23,OUT027,5140.0923
DRN35,OUT027,1130.7644
FDT01,OUT035,3637.301
FDC20,OUT010,184.05971
DRJ35,OUT035,942.8327
FDB32,OUT046,1467.8717
FDL24,OUT046,2930.778
NCV42,OUT035,1733.8104
FDZ46,OUT046,1626.1493
FDC15,OUT013,2527.1616
FDD08,OUT019,76.10554
FDY50,OUT049,1443.0916
FDD36,OUT013,2080.508
FDG57,OUT027,1522.9941
FDL21,OUT018,603.6929
FDN16,OUT027,2663.6938
FDJ09,OUT027,1152.7793
FDS01,OUT010,451.0948
FDV33,OUT017,4091.863
DRE12,OUT017,2018.7311
FDR07,OUT013,1573.4111
FDP48,OUT010,466.20746
NCB55,OUT035,878.7186
FDQ08,OUT013,868.7964
FDR34,OUT035,3798.9602
FDO33,OUT046,1695.3936
FDP13,OUT045,666.8594
FDX12,OUT049,4071.5964
NCT06,OUT049,2820.51
FDR16,OUT019,493.33698
FDE36,OUT046,2604.8542
FDZ36,OUT049,3085.0422
FDV13,OUT045,1446.2937
NCZ17,OUT035,644.30597
FDU56,OUT045,3093.8333
FDM09,OUT035,2926.9749
FDV02,OUT017,2929.6902
FDS34,OUT018,1692.5276
FDA11,OUT049,1506.6455
FDP09,OUT017,3694.2947
FDB29,OUT027,3058.8862
FDT19,OUT017,2929.6902
DRH15,OUT017,680.69116
FDY38,OUT046,3755.5925
FDF14,OUT027,3997.742
FDN48,OUT010,195.01642
FDQ12,OUT013,3823.8052
NCJ43,OUT045,2930.778
FDE17,OUT019,328.7684
FDB05,OUT035,4113.4155
FDH10,OUT045,3081.402
NCR06,OUT017,657.27734
FDU32,OUT018,1830.9147
FDD56,OUT049,2934.4182
FDO36,OUT018,2801.2307
FDH16,OUT010,191.94382
FDX10,OUT018,579.1099
FDZ37,OUT017,1448.7107
FDU31,OUT010,576.1472
DRC49,OUT049,2064.309
FDL15,OUT045,2527.3228
FDN32,OUT019,557.66046
DRH59,OUT027,1982.2418
NCU29,OUT049,2525.8726
FDR37,OUT019,453.85803
FDS14,OUT018,2384.5232
FDU02,OUT027,5730.1055
FDJ08,OUT035,3082.6829
NCZ06,OUT045,4096.2026
FDO31,OUT049,1383.9485
FDH31,OUT018,1501.6213
FDS58,OUT017,2578.1985
NCA53,OUT027,1522.9941
FDF50,OUT046,3081.402
NCW42,OUT049,3715.3452
NCQ17,OUT045,2534.8325
FDK51,OUT018,3731.2961
NCW41,OUT010,381.4331
NCR29,OUT017,871.2654
FDB08,OUT019,332.46005
FDA40,OUT027,2452.0378
FDL14,OUT018,2384.5232
FDB47,OUT046,3635.425
FDO03,OUT035,3755.338
DRK13,OUT019,436.76212
FDX13,OUT010,594.9947
FDF52,OUT046,3101.5188
FDT11,OUT013,3082.1858
FDB08,OUT013,2584.3665
FDQ28,OUT018,2359.7373
FDD29,OUT045,4096.2026
NCQ29,OUT027,6117.512
NCO02,OUT013,946.3229
FDR56,OUT010,455.59677
NCM54,OUT049,2064.309
FDP51,OUT035,2011.1573
FDT38,OUT013,1430.0447
FDZ20,OUT018,3516.6538
FDJ53,OUT013,2089.6875
FDX13,OUT049,4106.5405
FDP58,OUT035,3677.707
NCK31,OUT019,150.90166
FDA35,OUT018,1830.9147
FDV37,OUT018,2937.4915
NCO07,OUT027,5300.1646
FDA20,OUT045,3081.402
FDZ59,OUT035,2873.9585
NCY17,OUT017,680.69116
FDQ28,OUT035,2533.8853
FDV35,OUT017,2521.1343
FDQ36,OUT013,629.84656
FDD34,OUT018,2420.8594
FDK51,OUT045,4126.558
FDV31,OUT035,2932.0588
FDR04,OUT035,1524.272
FDR14,OUT049,846.93835
DRC36,OUT010,429.0421
FDE39,OUT019,310.9727
FDP57,OUT049,1620.8895
FDE57,OUT046,2064.309
NCN18,OUT046,1691.2643
NCQ05,OUT018,2349.0146
FDW47,OUT035,2062.941
FDV46,OUT035,2065.4607
NCP29,OUT045,951.42706
FDE09,OUT018,1557.4023
NCU06,OUT027,6227.559
FDT19,OUT010,429.0421
DRF15,OUT017,2515.8525
DRI51,OUT013,2882.9683
NCX54,OUT013,1623.3066
DRE01,OUT013,4095.0642
NCB07,OUT045,3081.402
FDU50,OUT035,2003.0665
FDG40,OUT035,642.2763
FDW10,OUT018,2774.74
FDX51,OUT013,3082.1858
NCP17,OUT045,1010.46545
FDP21,OUT035,3082.6829
FDL04,OUT045,1620.8895
FDV23,OUT013,2089.6875
FDF24,OUT046,1388.1799
FDH56,OUT027,3058.8862
FDB51,OUT049,882.1545
FDI58,OUT027,2649.8396
FDR20,OUT013,735.6661
FDC51,OUT018,1830.9147
FDB16,OUT027,2452.0378
FDE40,OUT049,876.52295
NCM17,OUT035,676.9989
FDU56,OUT035,3082.6829
FDS32,OUT019,312.82758
FDX02,OUT049,3715.3452
FDT39,OUT027,4276.108
FDE35,OUT017,871.2654
NCI42,OUT019,572.63824
DRL23,OUT046,1620.8895
FDA10,OUT046,2064.309
FDA11,OUT013,1509.0627
NCM06,OUT046,2532.6045
NCT05,OUT035,4113.4155
NCQ02,OUT010,485.88974
NCY06,OUT049,2064.309
FDY56,OUT035,3722.2202
FDL02,OUT035,1622.0413
NCI06,OUT035,2932.0588
FDQ14,OUT045,2527.3228
FDQ12,OUT017,3769.8457
FDP36,OUT046,741.6092
FDK21,OUT027,6108.8765
FDO40,OUT045,2527.3228
NCK54,OUT019,282.12936
FDY09,OUT018,2774.74
NCW30,OUT049,4112.765
NCC55,OUT027,1130.7644
FDE58,OUT018,1771.241
FDR39,OUT013,3082.1858
FDU28,OUT049,3085.0422
FDH08,OUT017,3769.8457
FDG35,OUT045,2930.778
FDG22,OUT049,637.5732
FDC34,OUT035,2563.643
FDP15,OUT018,3523.0696
FDK34,OUT010,578.4512
FDU45,OUT035,2011.1573
FDQ04,OUT027,1145.9811
FDX22,OUT018,3200.6614
FDB45,OUT017,1623.3066
NCH43,OUT027,5331.146
DRE60,OUT046,3705.0078
FDD17,OUT027,6122.156
NCM54,OUT017,2086.581
NCH55,OUT013,2089.6875
NCT06,OUT017,2591.0154
FDA48,OUT027,5455.563
FDY58,OUT027,6403.429
FDO25,OUT045,3650.5112
FDN50,OUT045,1503.8259
FDH35,OUT035,2606.135
FDK09,OUT045,3756.2825
FDO16,OUT013,1395.3528
FDW11,OUT045,1016.2888
FDU47,OUT027,3203.2458
NCQ42,OUT010,281.50348
FDK55,OUT027,2637.222
FDN08,OUT049,2010.0055
FDT57,OUT045,3952.8794
FDJ12,OUT018,3190.7112
DRL59,OUT017,743.80225
NCN53,OUT046,642.2763
FDO51,OUT010,126.06905
FDK56,OUT017,3082.6829
FDY12,OUT035,762.88586
FDU15,OUT035,644.30597
FDQ19,OUT046,4061.2588
DRF15,OUT045,2532.6045
DRE25,OUT019,260.1912
FDK57,OUT018,1821.7349
FDD33,OUT010,575.35406
FDR34,OUT027,6263.694
FDU04,OUT045,2064.309
FDE35,OUT019,161.1701
NCD31,OUT035,2606.135
FDJ56,OUT035,1616.9963
NCU53,OUT046,2604.8542
FDD39,OUT035,3637.301
NCU17,OUT019,246.1825
FDJ20,OUT046,2064.309
NCW41,OUT018,2384.5232
FDL52,OUT035,666.8594
FDS39,OUT035,2065.4607
DRJ47,OUT045,2930.778
FDP13,OUT010,113.93961
DRK39,OUT010,198.33101
FDF28,OUT010,278.5168
FDB09,OUT045,2064.309
FDM51,OUT046,1613.3783
DRM49,OUT018,695.3725
DRF23,OUT013,2931.5618
DRH01,OUT035,2932.0588
FDH12,OUT027,2659.8538
FDA28,OUT019,300.5199
FDW37,OUT018,1350.046
FDF02,OUT046,1620.8895
DRL37,OUT046,676.9989
NCF43,OUT046,2064.309
FDH08,OUT010,570.80237
FDR34,OUT019,531.7478
NCK19,OUT049,3085.0422
NCD55,OUT018,613.83246
FDT27,OUT049,3765.93
FDQ57,OUT045,2527.3228
FDA47,OUT035,2606.135
DRG15,OUT027,1765.882
FDE05,OUT018,2326.631
FDN46,OUT046,1618.8
FDX27,OUT027,2645.961
FDT51,OUT045,1682.8857
FDU33,OUT013,677.84344
FDJ16,OUT027,1760.8186
FDD20,OUT019,281.4847
FDT36,OUT049,637.5732
DRF15,OUT027,3920.5195
FDN52,OUT010,186.58907
FDC22,OUT027,5247.558
FDX15,OUT045,2597.2825
FDT13,OUT013,3082.1858
FDU04,OUT017,2086.581
FDU31,OUT019,474.0489
FDW59,OUT027,2452.0378
NCO29,OUT046,2604.8542
FDL15,OUT035,2528.603
FDI41,OUT049,2528.6777
FDQ48,OUT049,1613.3783
DRI39,OUT013,839.2118
FDI08,OUT013,4130.0083
FDC21,OUT049,1677.7263
FDF58,OUT035,942.8327
FDS08,OUT010,446.4563
FDE47,OUT045,2064.309
NCP18,OUT019,328.7684
NCR41,OUT013,1573.4111
FDA27,OUT013,4130.0083
FDA43,OUT035,3082.6829
FDA49,OUT045,1446.2937
NCE55,OUT018,2774.74
DRM49,OUT027,1148.2814
FDF22,OUT027,5300.1646
FDQ15,OUT018,1168.9785
NCS54,OUT017,2929.6902
NCY05,OUT013,631.8763
FDR45,OUT046,4056.1306
FDK57,OUT049,2064.309
FDF41,OUT010,594.9947
FDV21,OUT046,2064.309
FDD51,OUT046,741.6092
FDF33,OUT046,1626.1493
FDA38,OUT046,4088.0547
FDR56,OUT045,3081.402
NCN41,OUT017,2086.581
FDC60,OUT027,2498.4614
FDB47,OUT045,3635.425
DRH01,OUT013,2931.5618
FDW08,OUT046,1620.8895
FDF38,OUT027,1134.4875
FDY32,OUT017,2591.0154
FDG34,OUT049,1626.1493
FDG47,OUT019,536.9702
NCF18,OUT035,3082.6829
FDL39,OUT019,460.20557
NCH55,OUT035,2065.4607
DRJ35,OUT049,876.52295
FDS44,OUT035,4073.3433
DRE01,OUT018,3472.0498
FDY39,OUT013,3082.1858
FDY32,OUT018,2413.288
FDR33,OUT027,3385.733
NCP50,OUT049,1375.6515
FDZ47,OUT018,1493.2999
FDU57,OUT049,2525.8726
FDY44,OUT013,3082.1858
DRH59,OUT018,983.4052
FDB03,OUT027,6122.156
FDY46,OUT045,3081.402
FDM39,OUT045,2930.778
FDY36,OUT035,1146.1014
NCM55,OUT035,3082.6829
FDJ50,OUT010,179.49614
DRL60,OUT013,2519.6514
NCJ54,OUT049,3792.0852
FDX59,OUT017,632.6943
FDI07,OUT013,3123.8772
DRF51,OUT010,113.93961
FDM14,OUT017,1628.5664
FDP21,OUT045,3081.402
FDE40,OUT035,989.3453
FDE05,OUT035,2528.603
FDM13,OUT027,3197.1401
FDC34,OUT027,4245.2065
NCI55,OUT018,1830.9147
NCE43,OUT018,2580.9172
FDW58,OUT018,1503.7108
FDG60,OUT045,4048.0283
FDV31,OUT017,2929.6902
FDR47,OUT013,3082.1858
FDM60,OUT019,75.684944
NCF06,OUT018,3523.0696
NCN26,OUT027,3058.8862
FDQ59,OUT049,1443.0916
FDF09,OUT046,644.30597
NCS06,OUT017,4115.994
FDT44,OUT046,2010.0055
FDI19,OUT017,4050.6943
FDT22,OUT017,920.18677
NCF54,OUT027,4332.984
DRG25,OUT045,3081.402
FDB59,OUT017,3082.6829
FDQ37,OUT017,3082.6829
FDP56,OUT035,741.6092
FDW44,OUT035,2932.0588
FDJ26,OUT010,593.9985
FDU43,OUT018,3324.2314
FDW33,OUT045,1620.8895
NCX53,OUT027,3211.2961
FDN56,OUT010,434.33588
DRF15,OUT049,2525.8726
FDO33,OUT017,2018.7311
FDZ39,OUT010,217.57959
NCJ19,OUT017,871.2654
FDU01,OUT035,3082.6829
FDT12,OUT035,3722.2202
NCM18,OUT018,848.44147
FDP19,OUT017,2086.581
NCR42,OUT049,637.5732
FDN10,OUT046,2015.1986
FDG44,OUT017,871.2654
FDQ10,OUT046,2930.778
DRH13,OUT049,1620.8895
FDT52,OUT013,4095.0642
FDM56,OUT045,1682.8857
NCO43,OUT010,223.7433
NCV29,OUT035,2932.0588
NCF06,OUT013,4136.233
FDO50,OUT035,1454.1785
FDT59,OUT013,3823.8052
FDX40,OUT027,1130.7644
FDE50,OUT017,3082.6829
FDX51,OUT017,3082.6829
NCD30,OUT018,1493.2999
FDK15,OUT013,1618.2617
FDL12,OUT045,942.8327
FDK46,OUT017,4091.863
DRH49,OUT010,190.07155
FDQ57,OUT046,2527.3228
FDY59,OUT017,1467.1438
FDO09,OUT018,3523.0696
NCG30,OUT035,2065.4607
FDM09,OUT017,2872.9136
NCN17,OUT027,2663.6938
NCS42,OUT013,1445.5088
FDD02,OUT019,278.7576
FDE34,OUT013,3102.3025
FDU38,OUT045,3081.402
FDB33,OUT046,2562.3623
NCJ29,OUT017,1448.7107
FDZ27,OUT035,741.6092
FDI40,OUT013,1615.7954
FDG22,OUT013,633.7988
FDT51,OUT017,1685.3029
FDF20,OUT018,2937.4915
FDV50,OUT035,2065.4607
FDT02,OUT049,639.60284
DRC49,OUT017,2518.6572
FDF26,OUT049,2525.8726
FDV52,OUT035,2028.1329
FDX59,OUT049,637.5732
FDV25,OUT035,3690.3416
FDW23,OUT027,1132.1373
FDE53,OUT018,1503.7108
FDA19,OUT017,2086.581
FDH22,OUT046,2064.309
NCO41,OUT013,1584.7389
FDX12,OUT017,4050.6943
FDF17,OUT013,3082.1858
FDS11,OUT045,3705.0078
FDR51,OUT035,2528.603
FDT49,OUT010,222.44183
FDC56,OUT013,2087.168
FDR13,OUT027,3058.8862
FDQ60,OUT035,2065.4607
FDN38,OUT049,4106.5405
NCL29,OUT013,2558.038
FDO13,OUT027,4229.307
FDE26,OUT018,2507.2534
FDA31,OUT010,436.22015
FDX14,OUT035,1146.1014
FDA34,OUT045,2930.778
FDF26,OUT013,2524.9336
FDE38,OUT045,2858.3474
DRI11,OUT046,2001.9149
FDQ60,OUT027,3058.8862
FDL21,OUT027,1134.4875
DRC12,OUT027,5247.558
FDC47,OUT046,3738.1255
FDE57,OUT045,2064.309
FDT14,OUT045,2064.309
NCZ53,OUT046,3081.402
FDE28,OUT018,3207.3538
FDR19,OUT035,2531.4082
NCF54,OUT019,426.65558
FDZ08,OUT046,1388.1799
NCJ05,OUT018,2353.5203
FDF59,OUT046,2064.309
NCO05,OUT035,1616.9963
FDW24,OUT018,718.7303
NCX42,OUT018,2517.302
NCA53,OUT035,741.6092
FDI45,OUT019,429.4828
FDG46,OUT046,2003.5184
FDM20,OUT010,577.2023
FDW11,OUT010,153.28859
FDX08,OUT035,2955.82
NCK17,OUT035,666.8594
FDK32,OUT018,2349.0146
NCA42,OUT035,2593.318
DRI01,OUT035,2926.9749
NCL55,OUT049,4106.5405
DRE25,OUT018,1387.9221
FDD14,OUT017,3095.114
FDB10,OUT046,3933.945
DRN11,OUT035,2531.4082
FDP38,OUT018,718.7303
NCA30,OUT017,3082.6829
FDT15,OUT017,3082.6829
NCP55,OUT018,814.2954
FDF12,OUT035,2528.603
FDM21,OUT018,3523.0696
FDX56,OUT035,3609.447
FDF10,OUT017,2518.6572
FDT32,OUT045,3081.402
FDM51,OUT018,1501.6213
NCR50,OUT018,2357.5095
FDI19,OUT049,4071.5964
FDX21,OUT017,1623.3066
FDR31,OUT035,2531.4082
FDY02,OUT013,4136.233
NCA29,OUT045,2945.0261
NCX17,OUT046,3781.7478
FDM12,OUT045,3081.402
FDI53,OUT027,4229.307
NCU30,OUT049,2603.404
FDC56,OUT027,3058.8862
FDK27,OUT018,1830.9147
NCK18,OUT017,2852.7473
FDB52,OUT019,532.995
DRG25,OUT027,5140.0923
